"Indicador","Fuente","País","Año","Valor","Unidad"
"Capacidad instalada por fuente","Total","Guatemala","1991","667","MW"
"Capacidad instalada por fuente","Hidro","Guatemala","1992","435","MW"
"Capacidad instalada por fuente","Térmica no renovable","Guatemala","1992","232","MW"
"Capacidad instalada por fuente","Nuclear","Guatemala","1992","","MW"
"Capacidad instalada por fuente","Geotermia","Guatemala","1992","0","MW"
"Capacidad instalada por fuente","Eólica","Guatemala","1992","0","MW"
"Capacidad instalada por fuente","Solar","Guatemala","1992","0","MW"
"Capacidad instalada por fuente","Otros","Guatemala","1992","","MW"
"Capacidad instalada por fuente","Térmica renovable","Guatemala","1992","4.1","MW"
"Capacidad instalada por fuente","Total","Guatemala","1992","671.1","MW"
"Capacidad instalada por fuente","Hidro","Guatemala","1993","437.9","MW"
"Capacidad instalada por fuente","Térmica no renovable","Guatemala","1993","271.8","MW"
"Capacidad instalada por fuente","Nuclear","Guatemala","1993","","MW"
"Capacidad instalada por fuente","Geotermia","Guatemala","1993","0","MW"
"Capacidad instalada por fuente","Eólica","Guatemala","1993","0","MW"
"Capacidad instalada por fuente","Solar","Guatemala","1993","0","MW"
"Capacidad instalada por fuente","Otros","Guatemala","1993","","MW"
"Capacidad instalada por fuente","Térmica renovable","Guatemala","1993","18","MW"
"Capacidad instalada por fuente","Total","Guatemala","1993","727.7","MW"
"Capacidad instalada por fuente","Hidro","Guatemala","1994","437.9","MW"
"Capacidad instalada por fuente","Térmica no renovable","Guatemala","1994","319.7","MW"
"Capacidad instalada por fuente","Nuclear","Guatemala","1994","","MW"
"Capacidad instalada por fuente","Geotermia","Guatemala","1994","0","MW"
"Capacidad instalada por fuente","Eólica","Guatemala","1994","0","MW"
"Capacidad instalada por fuente","Solar","Guatemala","1994","0","MW"
"Capacidad instalada por fuente","Otros","Guatemala","1994","","MW"
"Capacidad instalada por fuente","Térmica renovable","Guatemala","1994","18","MW"
"Capacidad instalada por fuente","Total","Guatemala","1994","775.6","MW"
"Capacidad instalada por fuente","Hidro","Guatemala","1995","447.9","MW"
"Capacidad instalada por fuente","Térmica no renovable","Guatemala","1995","313.8","MW"
"Capacidad instalada por fuente","Nuclear","Guatemala","1995","","MW"
"Capacidad instalada por fuente","Geotermia","Guatemala","1995","0","MW"
"Capacidad instalada por fuente","Eólica","Guatemala","1995","0","MW"
"Capacidad instalada por fuente","Solar","Guatemala","1995","0","MW"
"Capacidad instalada por fuente","Otros","Guatemala","1995","","MW"
"Capacidad instalada por fuente","Térmica renovable","Guatemala","1995","18","MW"
"Capacidad instalada por fuente","Total","Guatemala","1995","779.7","MW"
"Capacidad instalada por fuente","Hidro","Guatemala","1996","438.9","MW"
"Capacidad instalada por fuente","Térmica no renovable","Guatemala","1996","482","MW"
"Capacidad instalada por fuente","Nuclear","Guatemala","1996","","MW"
"Capacidad instalada por fuente","Geotermia","Guatemala","1996","0","MW"
"Capacidad instalada por fuente","Eólica","Guatemala","1996","0","MW"
"Capacidad instalada por fuente","Solar","Guatemala","1996","0","MW"
"Capacidad instalada por fuente","Otros","Guatemala","1996","","MW"
"Capacidad instalada por fuente","Térmica renovable","Guatemala","1996","100","MW"
"Capacidad instalada por fuente","Total","Guatemala","1996","1020.9","MW"
"Capacidad instalada por fuente","Hidro","Guatemala","1997","429","MW"
"Capacidad instalada por fuente","Térmica no renovable","Guatemala","1997","480.2","MW"
"Capacidad instalada por fuente","Nuclear","Guatemala","1997","","MW"
"Capacidad instalada por fuente","Geotermia","Guatemala","1997","0","MW"
"Capacidad instalada por fuente","Eólica","Guatemala","1997","0","MW"
"Capacidad instalada por fuente","Solar","Guatemala","1997","0","MW"
"Capacidad instalada por fuente","Otros","Guatemala","1997","","MW"
"Capacidad instalada por fuente","Térmica renovable","Guatemala","1997","79.4","MW"
"Capacidad instalada por fuente","Total","Guatemala","1997","988.6","MW"
"Capacidad instalada por fuente","Hidro","Guatemala","1998","457","MW"
"Capacidad instalada por fuente","Térmica no renovable","Guatemala","1998","562.5","MW"
"Capacidad instalada por fuente","Nuclear","Guatemala","1998","","MW"
"Capacidad instalada por fuente","Geotermia","Guatemala","1998","5","MW"
"Capacidad instalada por fuente","Eólica","Guatemala","1998","0","MW"
"Capacidad instalada por fuente","Solar","Guatemala","1998","0","MW"
"Capacidad instalada por fuente","Otros","Guatemala","1998","","MW"
"Capacidad instalada por fuente","Térmica renovable","Guatemala","1998","119.3","MW"
"Capacidad instalada por fuente","Total","Guatemala","1998","1143.8","MW"
"Capacidad instalada por fuente","Hidro","Guatemala","1999","465.1","MW"
"Capacidad instalada por fuente","Térmica no renovable","Guatemala","1999","563.3","MW"
"Capacidad instalada por fuente","Nuclear","Guatemala","1999","","MW"
"Capacidad instalada por fuente","Geotermia","Guatemala","1999","23.5","MW"
"Capacidad instalada por fuente","Eólica","Guatemala","1999","0","MW"
"Capacidad instalada por fuente","Solar","Guatemala","1999","0","MW"
"Capacidad instalada por fuente","Otros","Guatemala","1999","","MW"
"Capacidad instalada por fuente","Térmica renovable","Guatemala","1999","163.7","MW"
"Capacidad instalada por fuente","Total","Guatemala","1999","1215.6","MW"
"Capacidad instalada por fuente","Hidro","Guatemala","2000","520.88","MW"
"Capacidad instalada por fuente","Térmica no renovable","Guatemala","2000","985.768","MW"
"Capacidad instalada por fuente","Nuclear","Guatemala","2000","","MW"
"Capacidad instalada por fuente","Geotermia","Guatemala","2000","24","MW"
"Capacidad instalada por fuente","Eólica","Guatemala","2000","0","MW"
"Capacidad instalada por fuente","Solar","Guatemala","2000","0","MW"
"Capacidad instalada por fuente","Otros","Guatemala","2000","","MW"
"Capacidad instalada por fuente","Térmica renovable","Guatemala","2000","324","MW"
"Capacidad instalada por fuente","Total","Guatemala","2000","1854.648","MW"
"Capacidad instalada por fuente","Hidro","Guatemala","2001","520.88","MW"
"Capacidad instalada por fuente","Térmica no renovable","Guatemala","2001","985.768","MW"
"Capacidad instalada por fuente","Nuclear","Guatemala","2001","","MW"
"Capacidad instalada por fuente","Geotermia","Guatemala","2001","24","MW"
"Capacidad instalada por fuente","Eólica","Guatemala","2001","0","MW"
"Capacidad instalada por fuente","Solar","Guatemala","2001","0","MW"
"Capacidad instalada por fuente","Otros","Guatemala","2001","","MW"
"Capacidad instalada por fuente","Térmica renovable","Guatemala","2001","355","MW"
"Capacidad instalada por fuente","Total","Guatemala","2001","1885.648","MW"
"Capacidad instalada por fuente","Hidro","Guatemala","2002","581.812","MW"
"Capacidad instalada por fuente","Térmica no renovable","Guatemala","2002","985.768","MW"
"Capacidad instalada por fuente","Nuclear","Guatemala","2002","","MW"
"Capacidad instalada por fuente","Geotermia","Guatemala","2002","24","MW"
"Capacidad instalada por fuente","Eólica","Guatemala","2002","0","MW"
"Capacidad instalada por fuente","Solar","Guatemala","2002","0","MW"
"Capacidad instalada por fuente","Otros","Guatemala","2002","","MW"
"Capacidad instalada por fuente","Térmica renovable","Guatemala","2002","355","MW"
"Capacidad instalada por fuente","Total","Guatemala","2002","1946.58","MW"
"Capacidad instalada por fuente","Hidro","Guatemala","2003","629.912","MW"
"Capacidad instalada por fuente","Térmica no renovable","Guatemala","2003","1161.518","MW"
"Capacidad instalada por fuente","Nuclear","Guatemala","2003","","MW"
"Capacidad instalada por fuente","Geotermia","Guatemala","2003","24","MW"
"Capacidad instalada por fuente","Eólica","Guatemala","2003","0","MW"
"Capacidad instalada por fuente","Solar","Guatemala","2003","0","MW"
"Capacidad instalada por fuente","Otros","Guatemala","2003","","MW"
"Capacidad instalada por fuente","Térmica renovable","Guatemala","2003","355","MW"
"Capacidad instalada por fuente","Total","Guatemala","2003","2170.43","MW"
"Capacidad instalada por fuente","Hidro","Guatemala","2004","698.012","MW"
"Capacidad instalada por fuente","Térmica no renovable","Guatemala","2004","1166.518","MW"
"Capacidad instalada por fuente","Nuclear","Guatemala","2004","","MW"
"Capacidad instalada por fuente","Geotermia","Guatemala","2004","24","MW"
"Capacidad instalada por fuente","Eólica","Guatemala","2004","0","MW"
"Capacidad instalada por fuente","Solar","Guatemala","2004","0","MW"
"Capacidad instalada por fuente","Otros","Guatemala","2004","","MW"
"Capacidad instalada por fuente","Térmica renovable","Guatemala","2004","355","MW"
"Capacidad instalada por fuente","Total","Guatemala","2004","2243.53","MW"
"Capacidad instalada por fuente","Hidro","Guatemala","2005","716.322","MW"
"Capacidad instalada por fuente","Térmica no renovable","Guatemala","2005","1176.518","MW"
"Capacidad instalada por fuente","Nuclear","Guatemala","2005","","MW"
"Capacidad instalada por fuente","Geotermia","Guatemala","2005","24","MW"
"Capacidad instalada por fuente","Eólica","Guatemala","2005","0","MW"
"Capacidad instalada por fuente","Solar","Guatemala","2005","0","MW"
"Capacidad instalada por fuente","Otros","Guatemala","2005","","MW"
"Capacidad instalada por fuente","Térmica renovable","Guatemala","2005","355","MW"
"Capacidad instalada por fuente","Total","Guatemala","2005","2271.84","MW"
"Capacidad instalada por fuente","Hidro","Guatemala","2006","734.422","MW"
"Capacidad instalada por fuente","Térmica no renovable","Guatemala","2006","1176.518","MW"
"Capacidad instalada por fuente","Nuclear","Guatemala","2006","","MW"
"Capacidad instalada por fuente","Geotermia","Guatemala","2006","24","MW"
"Capacidad instalada por fuente","Eólica","Guatemala","2006","0","MW"
"Capacidad instalada por fuente","Solar","Guatemala","2006","0","MW"
"Capacidad instalada por fuente","Otros","Guatemala","2006","","MW"
"Capacidad instalada por fuente","Térmica renovable","Guatemala","2006","355","MW"
"Capacidad instalada por fuente","Total","Guatemala","2006","2289.94","MW"
"Capacidad instalada por fuente","Hidro","Guatemala","2007","760.422","MW"
"Capacidad instalada por fuente","Térmica no renovable","Guatemala","2007","1192.262","MW"
"Capacidad instalada por fuente","Nuclear","Guatemala","2007","","MW"
"Capacidad instalada por fuente","Geotermia","Guatemala","2007","49.2","MW"
"Capacidad instalada por fuente","Eólica","Guatemala","2007","0","MW"
"Capacidad instalada por fuente","Solar","Guatemala","2007","0","MW"
"Capacidad instalada por fuente","Otros","Guatemala","2007","","MW"
"Capacidad instalada por fuente","Térmica renovable","Guatemala","2007","355","MW"
"Capacidad instalada por fuente","Total","Guatemala","2007","2356.884","MW"
"Capacidad instalada por fuente","Hidro","Guatemala","2008","760.982","MW"
"Capacidad instalada por fuente","Térmica no renovable","Guatemala","2008","1285.562","MW"
"Capacidad instalada por fuente","Nuclear","Guatemala","2008","","MW"
"Capacidad instalada por fuente","Geotermia","Guatemala","2008","49.2","MW"
"Capacidad instalada por fuente","Eólica","Guatemala","2008","0","MW"
"Capacidad instalada por fuente","Solar","Guatemala","2008","0","MW"
"Capacidad instalada por fuente","Otros","Guatemala","2008","","MW"
"Capacidad instalada por fuente","Térmica renovable","Guatemala","2008","355","MW"
"Capacidad instalada por fuente","Total","Guatemala","2008","2450.744","MW"
"Capacidad instalada por fuente","Hidro","Guatemala","2009","767.932","MW"
"Capacidad instalada por fuente","Térmica no renovable","Guatemala","2009","1285.562","MW"
"Capacidad instalada por fuente","Nuclear","Guatemala","2009","","MW"
"Capacidad instalada por fuente","Geotermia","Guatemala","2009","49.2","MW"
"Capacidad instalada por fuente","Eólica","Guatemala","2009","0","MW"
"Capacidad instalada por fuente","Solar","Guatemala","2009","0","MW"
"Capacidad instalada por fuente","Otros","Guatemala","2009","","MW"
"Capacidad instalada por fuente","Térmica renovable","Guatemala","2009","355","MW"
"Capacidad instalada por fuente","Total","Guatemala","2009","2457.694","MW"
"Capacidad instalada por fuente","Hidro","Guatemala","2010","866.47","MW"
"Capacidad instalada por fuente","Térmica no renovable","Guatemala","2010","1285.562","MW"
"Capacidad instalada por fuente","Nuclear","Guatemala","2010","","MW"
"Capacidad instalada por fuente","Geotermia","Guatemala","2010","49.2","MW"
"Capacidad instalada por fuente","Eólica","Guatemala","2010","0","MW"
"Capacidad instalada por fuente","Solar","Guatemala","2010","0","MW"
"Capacidad instalada por fuente","Otros","Guatemala","2010","","MW"
"Capacidad instalada por fuente","Térmica renovable","Guatemala","2010","355","MW"
"Capacidad instalada por fuente","Total","Guatemala","2010","2556.232","MW"
"Capacidad instalada por fuente","Hidro","Guatemala","2011","908.35","MW"
"Capacidad instalada por fuente","Térmica no renovable","Guatemala","2011","1285.562","MW"
"Capacidad instalada por fuente","Nuclear","Guatemala","2011","","MW"
"Capacidad instalada por fuente","Geotermia","Guatemala","2011","49.2","MW"
"Capacidad instalada por fuente","Eólica","Guatemala","2011","0","MW"
"Capacidad instalada por fuente","Solar","Guatemala","2011","0","MW"
"Capacidad instalada por fuente","Otros","Guatemala","2011","","MW"
"Capacidad instalada por fuente","Térmica renovable","Guatemala","2011","355","MW"
"Capacidad instalada por fuente","Total","Guatemala","2011","2598.112","MW"
"Capacidad instalada por fuente","Hidro","Guatemala","2012","996.52","MW"
"Capacidad instalada por fuente","Térmica no renovable","Guatemala","2012","1285.56","MW"
"Capacidad instalada por fuente","Nuclear","Guatemala","2012","","MW"
"Capacidad instalada por fuente","Geotermia","Guatemala","2012","49.2","MW"
"Capacidad instalada por fuente","Eólica","Guatemala","2012","0","MW"
"Capacidad instalada por fuente","Solar","Guatemala","2012","0","MW"
"Capacidad instalada por fuente","Otros","Guatemala","2012","","MW"
"Capacidad instalada por fuente","Térmica renovable","Guatemala","2012","375","MW"
"Capacidad instalada por fuente","Total","Guatemala","2012","2706.28","MW"
"Capacidad instalada por fuente","Hidro","Guatemala","2013","996.99","MW"
"Capacidad instalada por fuente","Térmica no renovable","Guatemala","2013","1328.415","MW"
"Capacidad instalada por fuente","Nuclear","Guatemala","2013","","MW"
"Capacidad instalada por fuente","Geotermia","Guatemala","2013","49.2","MW"
"Capacidad instalada por fuente","Eólica","Guatemala","2013","0","MW"
"Capacidad instalada por fuente","Solar","Guatemala","2013","0","MW"
