Indicador,Fuente,ISO Alfa3,ISO N,Código,País,Año,Valor,Unidad
Capacidad instalada por fuente,Otros,ECU,218,América Latina,Ecuador,2011,,MW
Capacidad instalada por fuente,Térmica renovable,ECU,218,América Latina,Ecuador,2011,"101,3",MW
Capacidad instalada por fuente,Total,ECU,218,América Latina,Ecuador,2011,"5181,235",MW
Capacidad instalada por fuente,Hidro,ECU,218,América Latina,Ecuador,2012,"2263,8883",MW
Capacidad instalada por fuente,Térmica no renovable,ECU,218,América Latina,Ecuador,2012,"3086,7346",MW
Capacidad instalada por fuente,Nuclear,ECU,218,América Latina,Ecuador,2012,0,MW
Capacidad instalada por fuente,Geotermia,ECU,218,América Latina,Ecuador,2012,0,MW
Capacidad instalada por fuente,Eólica,ECU,218,América Latina,Ecuador,2012,"2,4",MW
Capacidad instalada por fuente,Solar,ECU,218,América Latina,Ecuador,2012,"0,078",MW
Capacidad instalada por fuente,Otros,ECU,218,América Latina,Ecuador,2012,,MW
Capacidad instalada por fuente,Térmica renovable,ECU,218,América Latina,Ecuador,2012,"101,3",MW
Capacidad instalada por fuente,Total,ECU,218,América Latina,Ecuador,2012,"5454,4009",MW
Capacidad instalada por fuente,Hidro,ECU,218,América Latina,Ecuador,2013,"2263,88928",MW
Capacidad instalada por fuente,Térmica no renovable,ECU,218,América Latina,Ecuador,2013,"3108,23406",MW
Capacidad instalada por fuente,Nuclear,ECU,218,América Latina,Ecuador,2013,0,MW
Capacidad instalada por fuente,Geotermia,ECU,218,América Latina,Ecuador,2013,0,MW
Capacidad instalada por fuente,Eólica,ECU,218,América Latina,Ecuador,2013,"18,9",MW
Capacidad instalada por fuente,Solar,ECU,218,América Latina,Ecuador,2013,"3,90322",MW
Capacidad instalada por fuente,Otros,ECU,218,América Latina,Ecuador,2013,,MW
Capacidad instalada por fuente,Térmica renovable,ECU,218,América Latina,Ecuador,2013,"101,3",MW
Capacidad instalada por fuente,Total,ECU,218,América Latina,Ecuador,2013,"5496,22656",MW
Capacidad instalada por fuente,Hidro,ECU,218,América Latina,Ecuador,2014,"2248,0903",MW
Capacidad instalada por fuente,Térmica no renovable,ECU,218,América Latina,Ecuador,2014,"3291,5766",MW
Capacidad instalada por fuente,Nuclear,ECU,218,América Latina,Ecuador,2014,0,MW
Capacidad instalada por fuente,Geotermia,ECU,218,América Latina,Ecuador,2014,0,MW
Capacidad instalada por fuente,Eólica,ECU,218,América Latina,Ecuador,2014,"21,15",MW
Capacidad instalada por fuente,Solar,ECU,218,América Latina,Ecuador,2014,"26,408",MW
Capacidad instalada por fuente,Otros,ECU,218,América Latina,Ecuador,2014,,MW
Capacidad instalada por fuente,Térmica renovable,ECU,218,América Latina,Ecuador,2014,"144,3",MW
Capacidad instalada por fuente,Total,ECU,218,América Latina,Ecuador,2014,"5731,5249",MW
Capacidad instalada por fuente,Hidro,ECU,218,América Latina,Ecuador,2015,"2407,6103",MW
Capacidad instalada por fuente,Térmica no renovable,ECU,218,América Latina,Ecuador,2015,"3406,3786",MW
Capacidad instalada por fuente,Nuclear,ECU,218,América Latina,Ecuador,2015,0,MW
Capacidad instalada por fuente,Geotermia,ECU,218,América Latina,Ecuador,2015,0,MW
Capacidad instalada por fuente,Eólica,ECU,218,América Latina,Ecuador,2015,"21,15",MW
Capacidad instalada por fuente,Solar,ECU,218,América Latina,Ecuador,2015,"25,53792",MW
Capacidad instalada por fuente,Otros,ECU,218,América Latina,Ecuador,2015,,MW
Capacidad instalada por fuente,Térmica renovable,ECU,218,América Latina,Ecuador,2015,"144,3",MW
Capacidad instalada por fuente,Total,ECU,218,América Latina,Ecuador,2015,"6004,97682",MW
Capacidad instalada por fuente,Hidro,ECU,218,América Latina,Ecuador,2016,"4446,36029",MW
Capacidad instalada por fuente,Térmica no renovable,ECU,218,América Latina,Ecuador,2016,"3586,1356",MW
Capacidad instalada por fuente,Nuclear,ECU,218,América Latina,Ecuador,2016,0,MW
Capacidad instalada por fuente,Geotermia,ECU,218,América Latina,Ecuador,2016,0,MW
Capacidad instalada por fuente,Eólica,ECU,218,América Latina,Ecuador,2016,"21,15",MW
Capacidad instalada por fuente,Solar,ECU,218,América Latina,Ecuador,2016,"26,47728",MW
Capacidad instalada por fuente,Otros,ECU,218,América Latina,Ecuador,2016,,MW
Capacidad instalada por fuente,Térmica renovable,ECU,218,América Latina,Ecuador,2016,"146,3",MW
Capacidad instalada por fuente,Total,ECU,218,América Latina,Ecuador,2016,"8226,42317",MW
Capacidad instalada por fuente,Hidro,ECU,218,América Latina,Ecuador,2017,"4515,96029",MW
Capacidad instalada por fuente,Térmica no renovable,ECU,218,América Latina,Ecuador,2017,"3335,4922",MW
Capacidad instalada por fuente,Nuclear,ECU,218,América Latina,Ecuador,2017,0,MW
Capacidad instalada por fuente,Geotermia,ECU,218,América Latina,Ecuador,2017,0,MW
Capacidad instalada por fuente,Eólica,ECU,218,América Latina,Ecuador,2017,"21,15",MW
Capacidad instalada por fuente,Solar,ECU,218,América Latina,Ecuador,2017,"26,47728",MW
Capacidad instalada por fuente,Otros,ECU,218,América Latina,Ecuador,2017,,MW
Capacidad instalada por fuente,Térmica renovable,ECU,218,América Latina,Ecuador,2017,"151,56",MW
Capacidad instalada por fuente,Total,ECU,218,América Latina,Ecuador,2017,"8050,63977",MW
Capacidad instalada por fuente,Hidro,ECU,218,América Latina,Ecuador,2018,"5066,40399",MW
Capacidad instalada por fuente,Térmica no renovable,ECU,218,América Latina,Ecuador,2018,"3395,154621",MW
Capacidad instalada por fuente,Nuclear,ECU,218,América Latina,Ecuador,2018,0,MW
Capacidad instalada por fuente,Geotermia,ECU,218,América Latina,Ecuador,2018,0,MW
Capacidad instalada por fuente,Eólica,ECU,218,América Latina,Ecuador,2018,"21,15",MW
Capacidad instalada por fuente,Solar,ECU,218,América Latina,Ecuador,2018,"27,62984",MW
Capacidad instalada por fuente,Otros,ECU,218,América Latina,Ecuador,2018,,MW
Capacidad instalada por fuente,Térmica renovable,ECU,218,América Latina,Ecuador,2018,"151,56",MW
Capacidad instalada por fuente,Total,ECU,218,América Latina,Ecuador,2018,"8661,898451",MW
Capacidad instalada por fuente,Hidro,ECU,218,América Latina,Ecuador,2019,"5076,40399",MW
Capacidad instalada por fuente,Térmica no renovable,ECU,218,América Latina,Ecuador,2019,"3408,266621",MW
Capacidad instalada por fuente,Nuclear,ECU,218,América Latina,Ecuador,2019,0,MW
Capacidad instalada por fuente,Geotermia,ECU,218,América Latina,Ecuador,2019,0,MW
Capacidad instalada por fuente,Eólica,ECU,218,América Latina,Ecuador,2019,"21,15",MW
Capacidad instalada por fuente,Solar,ECU,218,América Latina,Ecuador,2019,"27,62984",MW
Capacidad instalada por fuente,Otros,ECU,218,América Latina,Ecuador,2019,,MW
Capacidad instalada por fuente,Térmica renovable,ECU,218,América Latina,Ecuador,2019,"151,56",MW
Capacidad instalada por fuente,Total,ECU,218,América Latina,Ecuador,2019,"8685,010451",MW
Capacidad instalada por fuente,Hidro,ECU,218,América Latina,Ecuador,2020,"5098,74599",MW
Capacidad instalada por fuente,Térmica no renovable,ECU,218,América Latina,Ecuador,2020,"3413,207621",MW
Capacidad instalada por fuente,Nuclear,ECU,218,América Latina,Ecuador,2020,0,MW
Capacidad instalada por fuente,Geotermia,ECU,218,América Latina,Ecuador,2020,0,MW
Capacidad instalada por fuente,Eólica,ECU,218,América Latina,Ecuador,2020,"21,15",MW
Capacidad instalada por fuente,Solar,ECU,218,América Latina,Ecuador,2020,"27,62984",MW
Capacidad instalada por fuente,Otros,ECU,218,América Latina,Ecuador,2020,,MW
Capacidad instalada por fuente,Térmica renovable,ECU,218,América Latina,Ecuador,2020,"151,56",MW
Capacidad instalada por fuente,Total,ECU,218,América Latina,Ecuador,2020,"8712,293451",MW
Capacidad instalada por fuente,Hidro,ECU,218,América Latina,Ecuador,2021,"5106,84599",MW
Capacidad instalada por fuente,Térmica no renovable,ECU,218,América Latina,Ecuador,2021,"3426,137621",MW
Capacidad instalada por fuente,Nuclear,ECU,218,América Latina,Ecuador,2021,0,MW
Capacidad instalada por fuente,Geotermia,ECU,218,América Latina,Ecuador,2021,0,MW
Capacidad instalada por fuente,Eólica,ECU,218,América Latina,Ecuador,2021,"21,15",MW
Capacidad instalada por fuente,Solar,ECU,218,América Latina,Ecuador,2021,"27,65318",MW
Capacidad instalada por fuente,Otros,ECU,218,América Latina,Ecuador,2021,,MW
Capacidad instalada por fuente,Térmica renovable,ECU,218,América Latina,Ecuador,2021,"152,62",MW
Capacidad instalada por fuente,Total,ECU,218,América Latina,Ecuador,2021,"8734,406791",MW
Capacidad instalada por fuente,Hidro,SLV,222,América Latina,El Salvador,2000,395,MW
Capacidad instalada por fuente,Térmica no renovable,SLV,222,América Latina,El Salvador,2000,450,MW
Capacidad instalada por fuente,Nuclear,SLV,222,América Latina,El Salvador,2000,,MW
Capacidad instalada por fuente,Geotermia,SLV,222,América Latina,El Salvador,2000,161,MW
Capacidad instalada por fuente,Eólica,SLV,222,América Latina,El Salvador,2000,,MW
Capacidad instalada por fuente,Solar,SLV,222,América Latina,El Salvador,2000,,MW
Capacidad instalada por fuente,Otros,SLV,222,América Latina,El Salvador,2000,,MW
Capacidad instalada por fuente,Térmica renovable,SLV,222,América Latina,El Salvador,2000,,MW
Capacidad instalada por fuente,Total,SLV,222,América Latina,El Salvador,2000,1006,MW
Capacidad instalada por fuente,Hidro,SLV,222,América Latina,El Salvador,2001,396,MW
Capacidad instalada por fuente,Térmica no renovable,SLV,222,América Latina,El Salvador,2001,561,MW
Capacidad instalada por fuente,Nuclear,SLV,222,América Latina,El Salvador,2001,,MW
Capacidad instalada por fuente,Geotermia,SLV,222,América Latina,El Salvador,2001,161,MW
Capacidad instalada por fuente,Eólica,SLV,222,América Latina,El Salvador,2001,,MW
Capacidad instalada por fuente,Solar,SLV,222,América Latina,El Salvador,2001,,MW
Capacidad instalada por fuente,Otros,SLV,222,América Latina,El Salvador,2001,,MW
Capacidad instalada por fuente,Térmica renovable,SLV,222,América Latina,El Salvador,2001,,MW
Capacidad instalada por fuente,Total,SLV,222,América Latina,El Salvador,2001,1118,MW
Capacidad instalada por fuente,Hidro,SLV,222,América Latina,El Salvador,2002,411,MW
Capacidad instalada por fuente,Térmica no renovable,SLV,222,América Latina,El Salvador,2002,472,MW
Capacidad instalada por fuente,Nuclear,SLV,222,América Latina,El Salvador,2002,,MW
Capacidad instalada por fuente,Geotermia,SLV,222,América Latina,El Salvador,2002,161,MW
Capacidad instalada por fuente,Eólica,SLV,222,América Latina,El Salvador,2002,,MW
Capacidad instalada por fuente,Solar,SLV,222,América Latina,El Salvador,2002,,MW
Capacidad instalada por fuente,Otros,SLV,222,América Latina,El Salvador,2002,,MW
Capacidad instalada por fuente,Térmica renovable,SLV,222,América Latina,El Salvador,2002,,MW
Capacidad instalada por fuente,Total,SLV,222,América Latina,El Salvador,2002,1044,MW
Capacidad instalada por fuente,Hidro,SLV,222,América Latina,El Salvador,2003,430,MW
Capacidad instalada por fuente,Térmica no renovable,SLV,222,América Latina,El Salvador,2003,495,MW
Capacidad instalada por fuente,Nuclear,SLV,222,América Latina,El Salvador,2003,,MW
Capacidad instalada por fuente,Geotermia,SLV,222,América Latina,El Salvador,2003,161,MW
Capacidad instalada por fuente,Eólica,SLV,222,América Latina,El Salvador,2003,,MW
Capacidad instalada por fuente,Solar,SLV,222,América Latina,El Salvador,2003,,MW
Capacidad instalada por fuente,Otros,SLV,222,América Latina,El Salvador,2003,,MW
Capacidad instalada por fuente,Térmica renovable,SLV,222,América Latina,El Salvador,2003,20,MW
Capacidad instalada por fuente,Total,SLV,222,América Latina,El Salvador,2003,1106,MW
Capacidad instalada por fuente,Hidro,SLV,222,América Latina,El Salvador,2004,430,MW
Capacidad instalada por fuente,Térmica no renovable,SLV,222,América Latina,El Salvador,2004,495,MW
Capacidad instalada por fuente,Nuclear,SLV,222,América Latina,El Salvador,2004,,MW
Capacidad instalada por fuente,Geotermia,SLV,222,América Latina,El Salvador,2004,151,MW
Capacidad instalada por fuente,Eólica,SLV,222,América Latina,El Salvador,2004,,MW
Capacidad instalada por fuente,Solar,SLV,222,América Latina,El Salvador,2004,,MW
Capacidad instalada por fuente,Otros,SLV,222,América Latina,El Salvador,2004,,MW
Capacidad instalada por fuente,Térmica renovable,SLV,222,América Latina,El Salvador,2004,20,MW
Capacidad instalada por fuente,Total,SLV,222,América Latina,El Salvador,2004,1096,MW
Capacidad instalada por fuente,Hidro,SLV,222,América Latina,El Salvador,2005,461,MW
Capacidad instalada por fuente,Térmica no renovable,SLV,222,América Latina,El Salvador,2005,532,MW
Capacidad instalada por fuente,Nuclear,SLV,222,América Latina,El Salvador,2005,,MW
Capacidad instalada por fuente,Geotermia,SLV,222,América Latina,El Salvador,2005,151,MW
Capacidad instalada por fuente,Eólica,SLV,222,América Latina,El Salvador,2005,,MW
Capacidad instalada por fuente,Solar,SLV,222,América Latina,El Salvador,2005,,MW
Capacidad instalada por fuente,Otros,SLV,222,América Latina,El Salvador,2005,,MW
Capacidad instalada por fuente,Térmica renovable,SLV,222,América Latina,El Salvador,2005,81,MW
Capacidad instalada por fuente,Total,SLV,222,América Latina,El Salvador,2005,1225,MW
Capacidad instalada por fuente,Hidro,SLV,222,América Latina,El Salvador,2006,473,MW
Capacidad instalada por fuente,Térmica no renovable,SLV,222,América Latina,El Salvador,2006,604,MW
Capacidad instalada por fuente,Nuclear,SLV,222,América Latina,El Salvador,2006,,MW
Capacidad instalada por fuente,Geotermia,SLV,222,América Latina,El Salvador,2006,151,MW
Capacidad instalada por fuente,Eólica,SLV,222,América Latina,El Salvador,2006,,MW
Capacidad instalada por fuente,Solar,SLV,222,América Latina,El Salvador,2006,,MW
Capacidad instalada por fuente,Otros,SLV,222,América Latina,El Salvador,2006,,MW
Capacidad instalada por fuente,Térmica renovable,SLV,222,América Latina,El Salvador,2006,86,MW
Capacidad instalada por fuente,Total,SLV,222,América Latina,El Salvador,2006,1314,MW
Capacidad instalada por fuente,Hidro,SLV,222,América Latina,El Salvador,2007,484,MW
Capacidad instalada por fuente,Térmica no renovable,SLV,222,América Latina,El Salvador,2007,635,MW
Capacidad instalada por fuente,Nuclear,SLV,222,América Latina,El Salvador,2007,,MW
Capacidad instalada por fuente,Geotermia,SLV,222,América Latina,El Salvador,2007,204,MW
Capacidad instalada por fuente,Eólica,SLV,222,América Latina,El Salvador,2007,,MW
Capacidad instalada por fuente,Solar,SLV,222,América Latina,El Salvador,2007,,MW
Capacidad instalada por fuente,Otros,SLV,222,América Latina,El Salvador,2007,,MW
Capacidad instalada por fuente,Térmica renovable,SLV,222,América Latina,El Salvador,2007,113,MW
Capacidad instalada por fuente,Total,SLV,222,América Latina,El Salvador,2007,1436,MW
Capacidad instalada por fuente,Hidro,SLV,222,América Latina,El Salvador,2008,484,MW
Capacidad instalada por fuente,Térmica no renovable,SLV,222,América Latina,El Salvador,2008,642,MW
Capacidad instalada por fuente,Nuclear,SLV,222,América Latina,El Salvador,2008,,MW
Capacidad instalada por fuente,Geotermia,SLV,222,América Latina,El Salvador,2008,204,MW
Capacidad instalada por fuente,Eólica,SLV,222,América Latina,El Salvador,2008,,MW
Capacidad instalada por fuente,Solar,SLV,222,América Latina,El Salvador,2008,,MW
Capacidad instalada por fuente,Otros,SLV,222,América Latina,El Salvador,2008,,MW
Capacidad instalada por fuente,Térmica renovable,SLV,222,América Latina,El Salvador,2008,109,MW
Capacidad instalada por fuente,Total,SLV,222,América Latina,El Salvador,2008,1439,MW
Capacidad instalada por fuente,Hidro,SLV,222,América Latina,El Salvador,2009,486,MW
Capacidad instalada por fuente,Térmica no renovable,SLV,222,América Latina,El Salvador,2009,691,MW
Capacidad instalada por fuente,Nuclear,SLV,222,América Latina,El Salvador,2009,,MW
Capacidad instalada por fuente,Geotermia,SLV,222,América Latina,El Salvador,2009,204,MW
Capacidad instalada por fuente,Eólica,SLV,222,América Latina,El Salvador,2009,,MW
Capacidad instalada por fuente,Solar,SLV,222,América Latina,El Salvador,2009,,MW
Capacidad instalada por fuente,Otros,SLV,222,América Latina,El Salvador,2009,,MW
Capacidad instalada por fuente,Térmica renovable,SLV,222,América Latina,El Salvador,2009,109,MW
Capacidad instalada por fuente,Total,SLV,222,América Latina,El Salvador,2009,1490,MW
Capacidad instalada por fuente,Hidro,SLV,222,América Latina,El Salvador,2010,487,MW
Capacidad instalada por fuente,Térmica no renovable,SLV,222,América Latina,El Salvador,2010,691,MW
Capacidad instalada por fuente,Nuclear,SLV,222,América Latina,El Salvador,2010,,MW
Capacidad instalada por fuente,Geotermia,SLV,222,América Latina,El Salvador,2010,204,MW
Capacidad instalada por fuente,Eólica,SLV,222,América Latina,El Salvador,2010,,MW
Capacidad instalada por fuente,Solar,SLV,222,América Latina,El Salvador,2010,,MW
Capacidad instalada por fuente,Otros,SLV,222,América Latina,El Salvador,2010,,MW
Capacidad instalada por fuente,Térmica renovable,SLV,222,América Latina,El Salvador,2010,109,MW
Capacidad instalada por fuente,Total,SLV,222,América Latina,El Salvador,2010,1491,MW
Capacidad instalada por fuente,Hidro,SLV,222,América Latina,El Salvador,2011,487,MW
Capacidad instalada por fuente,Térmica no renovable,SLV,222,América Latina,El Salvador,2011,691,MW
Capacidad instalada por fuente,Nuclear,SLV,222,América Latina,El Salvador,2011,,MW
Capacidad instalada por fuente,Geotermia,SLV,222,América Latina,El Salvador,2011,204,MW
Capacidad instalada por fuente,Eólica,SLV,222,América Latina,El Salvador,2011,,MW
Capacidad instalada por fuente,Solar,SLV,222,América Latina,El Salvador,2011,,MW
Capacidad instalada por fuente,Otros,SLV,222,América Latina,El Salvador,2011,6,MW
Capacidad instalada por fuente,Térmica renovable,SLV,222,América Latina,El Salvador,2011,115,MW
Capacidad instalada por fuente,Total,SLV,222,América Latina,El Salvador,2011,1503,MW
Capacidad instalada por fuente,Hidro,SLV,222,América Latina,El Salvador,2012,487,MW
Capacidad instalada por fuente,Térmica no renovable,SLV,222,América Latina,El Salvador,2012,685,MW
Capacidad instalada por fuente,Nuclear,SLV,222,América Latina,El Salvador,2012,,MW
