"Indicador","Fuente"," ISO Alfa3","ISO  N","Codigo","País","Año","Valor","Unidad"
"Generación eléctrica por fuente","Hidro","","","Subregión","América del Sur","2004","564335.8176248","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Subregión","América del Sur","2004","173736.01442632","GWh"
"Generación eléctrica por fuente","Nuclear","","","Subregión","América del Sur","2004","19479.603","GWh"
"Generación eléctrica por fuente","Geotermia","","","Subregión","América del Sur","2004","0","GWh"
"Generación eléctrica por fuente","Eólica","","","Subregión","América del Sur","2004","185.41352289","GWh"
"Generación eléctrica por fuente","Solar","","","Subregión","América del Sur","2004","0.0944609568","GWh"
"Generación eléctrica por fuente","Otros","","","Subregión","América del Sur","2004","0","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Subregión","América del Sur","2004","13666.443392446","GWh"
"Generación eléctrica por fuente","Total","","","Subregión","América del Sur","2004","771403.38642741","GWh"
"Generación eléctrica por fuente","Hidro","","","Subregión","América del Sur","2005","600583.31268436","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Subregión","América del Sur","2005","177514.766795","GWh"
"Generación eléctrica por fuente","Nuclear","","","Subregión","América del Sur","2005","16728.301","GWh"
"Generación eléctrica por fuente","Geotermia","","","Subregión","América del Sur","2005","0","GWh"
"Generación eléctrica por fuente","Eólica","","","Subregión","América del Sur","2005","219.08645986","GWh"
"Generación eléctrica por fuente","Solar","","","Subregión","América del Sur","2005","0.1192931332","GWh"
"Generación eléctrica por fuente","Otros","","","Subregión","América del Sur","2005","0","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Subregión","América del Sur","2005","14580.040827336","GWh"
"Generación eléctrica por fuente","Total","","","Subregión","América del Sur","2005","809625.62705969","GWh"
"Generación eléctrica por fuente","Hidro","","","Subregión","América del Sur","2006","625954.56517767","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Subregión","América del Sur","2006","184717.44206755","GWh"
"Generación eléctrica por fuente","Nuclear","","","Subregión","América del Sur","2006","21445.009","GWh"
"Generación eléctrica por fuente","Geotermia","","","Subregión","América del Sur","2006","0","GWh"
"Generación eléctrica por fuente","Eólica","","","Subregión","América del Sur","2006","370.87529199","GWh"
"Generación eléctrica por fuente","Solar","","","Subregión","América del Sur","2006","0.1413947392","GWh"
"Generación eléctrica por fuente","Otros","","","Subregión","América del Sur","2006","0","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Subregión","América del Sur","2006","16329.545439211","GWh"
"Generación eléctrica por fuente","Total","","","Subregión","América del Sur","2006","848817.57837115","GWh"
"Generación eléctrica por fuente","Hidro","","","Subregión","América del Sur","2007","648802.603256","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Subregión","América del Sur","2007","200955.22239445","GWh"
"Generación eléctrica por fuente","Nuclear","","","Subregión","América del Sur","2007","19566.988","GWh"
"Generación eléctrica por fuente","Geotermia","","","Subregión","América del Sur","2007","0","GWh"
"Generación eléctrica por fuente","Eólica","","","Subregión","América del Sur","2007","779.28667080261","GWh"
"Generación eléctrica por fuente","Solar","","","Subregión","América del Sur","2007","0.1643416792","GWh"
"Generación eléctrica por fuente","Otros","","","Subregión","América del Sur","2007","0","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Subregión","América del Sur","2007","19852.217159283","GWh"
"Generación eléctrica por fuente","Total","","","Subregión","América del Sur","2007","889956.48182221","GWh"
"Generación eléctrica por fuente","Hidro","","","Subregión","América del Sur","2008","651390.05428141","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Subregión","América del Sur","2008","229083.48081272","GWh"
"Generación eléctrica por fuente","Nuclear","","","Subregión","América del Sur","2008","21298.968","GWh"
"Generación eléctrica por fuente","Geotermia","","","Subregión","América del Sur","2008","0","GWh"
"Generación eléctrica por fuente","Eólica","","","Subregión","América del Sur","2008","1320.98238371","GWh"
"Generación eléctrica por fuente","Solar","","","Subregión","América del Sur","2008","0.2679541292","GWh"
"Generación eléctrica por fuente","Otros","","","Subregión","América del Sur","2008","0","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Subregión","América del Sur","2008","22052.198063394","GWh"
"Generación eléctrica por fuente","Total","","","Subregión","América del Sur","2008","925145.95149537","GWh"
"Generación eléctrica por fuente","Hidro","","","Subregión","América del Sur","2009","670131.9155957","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Subregión","América del Sur","2009","221309.90388078","GWh"
"Generación eléctrica por fuente","Nuclear","","","Subregión","América del Sur","2009","21118.669","GWh"
"Generación eléctrica por fuente","Geotermia","","","Subregión","América del Sur","2009","0","GWh"
"Generación eléctrica por fuente","Eólica","","","Subregión","América del Sur","2009","1445.517368696","GWh"
"Generación eléctrica por fuente","Solar","","","Subregión","América del Sur","2009","0.2118765372","GWh"
"Generación eléctrica por fuente","Otros","","","Subregión","América del Sur","2009","0","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Subregión","América del Sur","2009","25452.845388351","GWh"
"Generación eléctrica por fuente","Total","","","Subregión","América del Sur","2009","939459.06311007","GWh"
"Generación eléctrica por fuente","Hidro","","","Subregión","América del Sur","2010","669931.70660547","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Subregión","América del Sur","2010","254539.88960872","GWh"
"Generación eléctrica por fuente","Nuclear","","","Subregión","América del Sur","2010","21694.0408","GWh"
"Generación eléctrica por fuente","Geotermia","","","Subregión","América del Sur","2010","0","GWh"
"Generación eléctrica por fuente","Eólica","","","Subregión","América del Sur","2010","2634.0187629445","GWh"
"Generación eléctrica por fuente","Solar","","","Subregión","América del Sur","2010","3.0138846692","GWh"
"Generación eléctrica por fuente","Otros","","","Subregión","América del Sur","2010","0","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Subregión","América del Sur","2010","34419.702474108","GWh"
"Generación eléctrica por fuente","Total","","","Subregión","América del Sur","2010","983222.37213591","GWh"
"Generación eléctrica por fuente","Hidro","","","Subregión","América del Sur","2011","713093.71810265","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Subregión","América del Sur","2011","253275.19195523","GWh"
"Generación eléctrica por fuente","Nuclear","","","Subregión","América del Sur","2011","22030.28","GWh"
"Generación eléctrica por fuente","Geotermia","","","Subregión","América del Sur","2011","0","GWh"
"Generación eléctrica por fuente","Eólica","","","Subregión","América del Sur","2011","3203.167512715","GWh"
"Generación eléctrica por fuente","Solar","","","Subregión","América del Sur","2011","6.3746440712","GWh"
"Generación eléctrica por fuente","Otros","","","Subregión","América del Sur","2011","0","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Subregión","América del Sur","2011","35674.312715728","GWh"
"Generación eléctrica por fuente","Total","","","Subregión","América del Sur","2011","1027283.0449304","GWh"
"Generación eléctrica por fuente","Hidro","","","Subregión","América del Sur","2012","698034.94980412","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Subregión","América del Sur","2012","305145.50735117","GWh"
"Generación eléctrica por fuente","Nuclear","","","Subregión","América del Sur","2012","22433.561","GWh"
"Generación eléctrica por fuente","Geotermia","","","Subregión","América del Sur","2012","0","GWh"
"Generación eléctrica por fuente","Eólica","","","Subregión","América del Sur","2012","5980.0267738215","GWh"
"Generación eléctrica por fuente","Solar","","","Subregión","América del Sur","2012","73.834990943214","GWh"
"Generación eléctrica por fuente","Otros","","","Subregión","América del Sur","2012","0","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Subregión","América del Sur","2012","40531.926037545","GWh"
"Generación eléctrica por fuente","Total","","","Subregión","América del Sur","2012","1072199.8059576","GWh"
"Generación eléctrica por fuente","Hidro","","","Subregión","América del Sur","2013","675142.42435659","GWh"
"Generación eléctrica por fuente","Térmica no renovable","","","Subregión","América del Sur","2013","358551.08208476","GWh"
"Generación eléctrica por fuente","Nuclear","","","Subregión","América del Sur","2013","21656.589","GWh"
"Generación eléctrica por fuente","Geotermia","","","Subregión","América del Sur","2013","0","GWh"
"Generación eléctrica por fuente","Eólica","","","Subregión","América del Sur","2013","7935.8510624803","GWh"
"Generación eléctrica por fuente","Solar","","","Subregión","América del Sur","2013","236.46388052407","GWh"
"Generación eléctrica por fuente","Otros","","","Subregión","América del Sur","2013","0","GWh"
"Generación eléctrica por fuente","Térmica renovable","","","Subregión","América del Sur","2013","46330.006751818","GWh"
